Model,Dataset,Config,Seed,ConfidenceGap
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_52680723,0.112667
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_67351593,0.03208
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_70681460,0.131629
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_87212562,0.025472
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_90995999,0.052061
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_99511865,0.088248
albert/albert-base-v2,kaggle,prep1_aug0,seed_14298463,0.090468
albert/albert-base-v2,kaggle,prep1_aug0,seed_24677315,0.097876
albert/albert-base-v2,kaggle,prep1_aug0,seed_37622020,0.08817
albert/albert-base-v2,kaggle,prep1_aug0,seed_43782163,0.05583
albert/albert-base-v2,kaggle,prep1_aug0,seed_52680723,0.105963
albert/albert-base-v2,kaggle,prep1_aug0,seed_67351593,0.045309
albert/albert-base-v2,kaggle,prep1_aug0,seed_70681460,0.107539
albert/albert-base-v2,kaggle,prep1_aug0,seed_87212562,0.160627
albert/albert-base-v2,kaggle,prep1_aug0,seed_90995999,0.120491
albert/albert-base-v2,kaggle,prep1_aug0,seed_99511865,0.127057
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_14298463,0.157166
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_24677315,0.127258
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_37622020,0.054683
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_43782163,0.116182
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_52680723,0.093454
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_67351593,0.058598
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_70681460,0.074702
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_87212562,0.076943
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_90995999,0.107951
all-MiniLM-L12-v2,kaggle,prep1_aug0,seed_99511865,0.059068
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_14298463,0.078873
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_24677315,0.156611
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_37622020,0.08598
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_43782163,0.099987
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_52680723,0.077433
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_67351593,0.063326
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_70681460,0.069663
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_87212562,0.065197
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_90995999,0.100394
all-MiniLM-L6-v2,kaggle,prep1_aug0,seed_99511865,0.146299
all-distilroberta-v1,kaggle,prep1_aug0,seed_14298463,0.178975
all-distilroberta-v1,kaggle,prep1_aug0,seed_24677315,0.094812
all-distilroberta-v1,kaggle,prep1_aug0,seed_37622020,0.09862
all-distilroberta-v1,kaggle,prep1_aug0,seed_43782163,0.047674
all-distilroberta-v1,kaggle,prep1_aug0,seed_52680723,0.051579
all-distilroberta-v1,kaggle,prep1_aug0,seed_67351593,0.063494
all-distilroberta-v1,kaggle,prep1_aug0,seed_70681460,0.138494
all-distilroberta-v1,kaggle,prep1_aug0,seed_87212562,0.084728
all-distilroberta-v1,kaggle,prep1_aug0,seed_90995999,0.063197
all-distilroberta-v1,kaggle,prep1_aug0,seed_99511865,0.051661
all-mpnet-base-v2,kaggle,prep1_aug0,seed_14298463,0.115654
all-mpnet-base-v2,kaggle,prep1_aug0,seed_24677315,0.063171
all-mpnet-base-v2,kaggle,prep1_aug0,seed_37622020,0.08563
all-mpnet-base-v2,kaggle,prep1_aug0,seed_43782163,0.045406
all-mpnet-base-v2,kaggle,prep1_aug0,seed_52680723,0.043064
all-mpnet-base-v2,kaggle,prep1_aug0,seed_67351593,0.052583
all-mpnet-base-v2,kaggle,prep1_aug0,seed_70681460,0.097311
all-mpnet-base-v2,kaggle,prep1_aug0,seed_87212562,0.170053
all-mpnet-base-v2,kaggle,prep1_aug0,seed_90995999,0.06662
all-mpnet-base-v2,kaggle,prep1_aug0,seed_99511865,0.128846
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_14298463,0.062633
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_24677315,0.053836
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_37622020,0.0616
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_43782163,0.188657
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_52680723,0.092754
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_67351593,0.048992
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_70681460,0.076407
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_87212562,0.041665
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_90995999,0.060946
answerdotai/ModernBERT-base,kaggle,prep1_aug0,seed_99511865,0.177956
bert-base-cased,kaggle,prep1_aug0,seed_14298463,0.061032
bert-base-cased,kaggle,prep1_aug0,seed_24677315,0.062986
bert-base-cased,kaggle,prep1_aug0,seed_37622020,0.054583
bert-base-cased,kaggle,prep1_aug0,seed_43782163,0.168547
bert-base-cased,kaggle,prep1_aug0,seed_52680723,0.047774
bert-base-cased,kaggle,prep1_aug0,seed_67351593,0.038945
bert-base-cased,kaggle,prep1_aug0,seed_70681460,0.030313
bert-base-cased,kaggle,prep1_aug0,seed_87212562,0.212993
bert-base-cased,kaggle,prep1_aug0,seed_90995999,0.06247
bert-base-cased,kaggle,prep1_aug0,seed_99511865,0.070954
bert-base-uncased,kaggle,prep1_aug0,seed_14298463,0.055474
bert-base-uncased,kaggle,prep1_aug0,seed_24677315,0.129968
bert-base-uncased,kaggle,prep1_aug0,seed_37622020,0.050148
bert-base-uncased,kaggle,prep1_aug0,seed_43782163,0.123994
bert-base-uncased,kaggle,prep1_aug0,seed_52680723,0.157785
bert-base-uncased,kaggle,prep1_aug0,seed_67351593,0.040759
bert-base-uncased,kaggle,prep1_aug0,seed_70681460,0.122099
bert-base-uncased,kaggle,prep1_aug0,seed_87212562,0.037501
bert-base-uncased,kaggle,prep1_aug0,seed_90995999,0.054514
bert-base-uncased,kaggle,prep1_aug0,seed_99511865,0.022619
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_14298463,0.144593
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_24677315,0.046776
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_37622020,0.026611
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_43782163,0.129384
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_52680723,0.056164
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_67351593,0.026546
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_70681460,0.139851
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_87212562,0.039311
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_90995999,0.150193
chandar-lab/NeoBERT,kaggle,prep1_aug0,seed_99511865,0.034414
distilbert-base-cased,kaggle,prep1_aug0,seed_14298463,0.059343
distilbert-base-cased,kaggle,prep1_aug0,seed_24677315,0.057782
distilbert-base-cased,kaggle,prep1_aug0,seed_37622020,0.099486
distilbert-base-cased,kaggle,prep1_aug0,seed_43782163,0.077563
distilbert-base-cased,kaggle,prep1_aug0,seed_52680723,0.163497
distilbert-base-cased,kaggle,prep1_aug0,seed_67351593,0.052471
distilbert-base-cased,kaggle,prep1_aug0,seed_70681460,0.158403
distilbert-base-cased,kaggle,prep1_aug0,seed_87212562,0.148532
distilbert-base-cased,kaggle,prep1_aug0,seed_90995999,0.051677
distilbert-base-cased,kaggle,prep1_aug0,seed_99511865,0.139042
distilbert-base-uncased,kaggle,prep1_aug0,seed_14298463,0.169311
distilbert-base-uncased,kaggle,prep1_aug0,seed_24677315,0.049285
distilbert-base-uncased,kaggle,prep1_aug0,seed_37622020,0.136801
distilbert-base-uncased,kaggle,prep1_aug0,seed_43782163,0.037986
distilbert-base-uncased,kaggle,prep1_aug0,seed_52680723,0.042398
distilbert-base-uncased,kaggle,prep1_aug0,seed_67351593,0.046823
distilbert-base-uncased,kaggle,prep1_aug0,seed_70681460,0.108192
distilbert-base-uncased,kaggle,prep1_aug0,seed_87212562,0.146149
distilbert-base-uncased,kaggle,prep1_aug0,seed_90995999,0.150365
distilbert-base-uncased,kaggle,prep1_aug0,seed_99511865,0.039368
google/mobilebert-uncased,kaggle,prep1_aug0,seed_14298463,0.136963
google/mobilebert-uncased,kaggle,prep1_aug0,seed_24677315,0.107127
google/mobilebert-uncased,kaggle,prep1_aug0,seed_37622020,0.133585
google/mobilebert-uncased,kaggle,prep1_aug0,seed_43782163,0.086516
google/mobilebert-uncased,kaggle,prep1_aug0,seed_52680723,0.080811
google/mobilebert-uncased,kaggle,prep1_aug0,seed_67351593,0.07957
google/mobilebert-uncased,kaggle,prep1_aug0,seed_70681460,0.081324
google/mobilebert-uncased,kaggle,prep1_aug0,seed_87212562,0.070204
google/mobilebert-uncased,kaggle,prep1_aug0,seed_90995999,0.080134
google/mobilebert-uncased,kaggle,prep1_aug0,seed_99511865,0.114423
gpt2,kaggle,prep1_aug0,seed_14298463,0.115152
gpt2,kaggle,prep1_aug0,seed_24677315,0.088828
gpt2,kaggle,prep1_aug0,seed_37622020,0.115156
gpt2,kaggle,prep1_aug0,seed_43782163,0.188239
gpt2,kaggle,prep1_aug0,seed_52680723,0.109206
gpt2,kaggle,prep1_aug0,seed_67351593,0.151539
gpt2,kaggle,prep1_aug0,seed_70681460,0.168032
gpt2,kaggle,prep1_aug0,seed_87212562,0.171117
gpt2,kaggle,prep1_aug0,seed_90995999,0.092733
gpt2,kaggle,prep1_aug0,seed_99511865,0.091487
roberta-base,kaggle,prep1_aug0,seed_14298463,0.069521
roberta-base,kaggle,prep1_aug0,seed_24677315,0.072204
roberta-base,kaggle,prep1_aug0,seed_37622020,0.100982
roberta-base,kaggle,prep1_aug0,seed_43782163,0.040737
roberta-base,kaggle,prep1_aug0,seed_52680723,0.038788
roberta-base,kaggle,prep1_aug0,seed_67351593,0.029156
roberta-base,kaggle,prep1_aug0,seed_70681460,0.123053
roberta-base,kaggle,prep1_aug0,seed_87212562,0.041865
roberta-base,kaggle,prep1_aug0,seed_90995999,0.052233
roberta-base,kaggle,prep1_aug0,seed_99511865,0.047638
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_14298463,0.043191
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_24677315,0.053509
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_37622020,0.049375
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_43782163,0.182692
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_52680723,0.079193
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_67351593,0.036058
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_70681460,0.050894
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_87212562,0.047329
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_90995999,0.050472
sarkerlab/SocBERT-base,kaggle,prep1_aug0,seed_99511865,0.07466
vinai/bertweet-base,kaggle,prep1_aug0,seed_14298463,0.101984
vinai/bertweet-base,kaggle,prep1_aug0,seed_24677315,0.137077
vinai/bertweet-base,kaggle,prep1_aug0,seed_37622020,0.076612
vinai/bertweet-base,kaggle,prep1_aug0,seed_43782163,0.072628
vinai/bertweet-base,kaggle,prep1_aug0,seed_52680723,0.203798
vinai/bertweet-base,kaggle,prep1_aug0,seed_67351593,0.045316
vinai/bertweet-base,kaggle,prep1_aug0,seed_70681460,0.156832
vinai/bertweet-base,kaggle,prep1_aug0,seed_87212562,0.15709
vinai/bertweet-base,kaggle,prep1_aug0,seed_90995999,0.113667
vinai/bertweet-base,kaggle,prep1_aug0,seed_99511865,0.157413
xlnet-base-cased,kaggle,prep1_aug0,seed_14298463,0.059741
xlnet-base-cased,kaggle,prep1_aug0,seed_24677315,0.041183
xlnet-base-cased,kaggle,prep1_aug0,seed_37622020,0.054118
xlnet-base-cased,kaggle,prep1_aug0,seed_43782163,0.057159
xlnet-base-cased,kaggle,prep1_aug0,seed_52680723,0.057249
xlnet-base-cased,kaggle,prep1_aug0,seed_67351593,0.073146
xlnet-base-cased,kaggle,prep1_aug0,seed_70681460,0.083049
xlnet-base-cased,kaggle,prep1_aug0,seed_87212562,0.12796
xlnet-base-cased,kaggle,prep1_aug0,seed_90995999,0.163295
xlnet-base-cased,kaggle,prep1_aug0,seed_99511865,0.071885
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_14298463,0.201646
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_24677315,0.031697
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_37622020,0.035499
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_43782163,0.046048
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_52680723,0.03221
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_67351593,0.029707
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_70681460,0.03505
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_87212562,0.030713
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_90995999,0.036608
GroNLP/hateBERT,tweeteval,prep1_aug0,seed_99511865,0.038076
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_14298463,0.089508
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_24677315,0.131534
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_37622020,0.140843
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_43782163,0.032455
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_52680723,0.052877
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_67351593,0.063098
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_70681460,0.027858
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_87212562,0.096546
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_90995999,0.032806
Twitter/twhin-bert-base,tweeteval,prep1_aug0,seed_99511865,0.059686
albert/albert-base-v2,tweeteval,prep1_aug0,seed_14298463,0.113801
albert/albert-base-v2,tweeteval,prep1_aug0,seed_24677315,0.115445
albert/albert-base-v2,tweeteval,prep1_aug0,seed_37622020,0.055249
albert/albert-base-v2,tweeteval,prep1_aug0,seed_43782163,0.060211
albert/albert-base-v2,tweeteval,prep1_aug0,seed_52680723,0.118279
albert/albert-base-v2,tweeteval,prep1_aug0,seed_67351593,0.036083
albert/albert-base-v2,tweeteval,prep1_aug0,seed_70681460,0.077104
albert/albert-base-v2,tweeteval,prep1_aug0,seed_87212562,0.079226
albert/albert-base-v2,tweeteval,prep1_aug0,seed_90995999,0.097175
albert/albert-base-v2,tweeteval,prep1_aug0,seed_99511865,0.072886
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_14298463,0.093292
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_24677315,0.167829
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_37622020,0.037473
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_43782163,0.090416
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_52680723,0.126363
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_67351593,0.042003
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_70681460,0.108142
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_87212562,0.102131
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_90995999,0.118928
all-MiniLM-L12-v2,tweeteval,prep1_aug0,seed_99511865,0.231411
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_14298463,0.090192
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_24677315,0.082432
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_37622020,0.046562
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_43782163,0.107028
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_52680723,0.076033
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_67351593,0.046687
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_70681460,0.051493
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_87212562,0.048316
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_90995999,0.169941
all-MiniLM-L6-v2,tweeteval,prep1_aug0,seed_99511865,0.170178
all-distilroberta-v1,tweeteval,prep1_aug0,seed_14298463,0.121776
all-distilroberta-v1,tweeteval,prep1_aug0,seed_24677315,0.037664
all-distilroberta-v1,tweeteval,prep1_aug0,seed_37622020,0.03784
all-distilroberta-v1,tweeteval,prep1_aug0,seed_43782163,0.163694
all-distilroberta-v1,tweeteval,prep1_aug0,seed_52680723,0.056912
all-distilroberta-v1,tweeteval,prep1_aug0,seed_67351593,0.211453
all-distilroberta-v1,tweeteval,prep1_aug0,seed_70681460,0.117292
all-distilroberta-v1,tweeteval,prep1_aug0,seed_87212562,0.106942
all-distilroberta-v1,tweeteval,prep1_aug0,seed_90995999,0.036803
all-distilroberta-v1,tweeteval,prep1_aug0,seed_99511865,0.035122
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_14298463,0.058889
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_24677315,0.086231
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_37622020,0.029314
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_43782163,0.038721
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_52680723,0.079695
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_67351593,0.043392
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_70681460,0.034919
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_87212562,0.114299
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_90995999,0.037865
all-mpnet-base-v2,tweeteval,prep1_aug0,seed_99511865,0.032509
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_14298463,0.044995
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_24677315,0.04098
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_37622020,0.042508
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_43782163,0.048433
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_52680723,0.0379
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_67351593,0.112729
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_70681460,0.039385
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_87212562,0.05044
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_90995999,0.046946
answerdotai/ModernBERT-base,tweeteval,prep1_aug0,seed_99511865,0.043757
bert-base-cased,tweeteval,prep1_aug0,seed_14298463,0.042777
bert-base-cased,tweeteval,prep1_aug0,seed_24677315,0.123421
bert-base-cased,tweeteval,prep1_aug0,seed_37622020,0.026944
bert-base-cased,tweeteval,prep1_aug0,seed_43782163,0.02633
bert-base-cased,tweeteval,prep1_aug0,seed_52680723,0.021623
bert-base-cased,tweeteval,prep1_aug0,seed_67351593,0.047919
bert-base-cased,tweeteval,prep1_aug0,seed_70681460,0.025153
bert-base-cased,tweeteval,prep1_aug0,seed_87212562,0.02705
bert-base-cased,tweeteval,prep1_aug0,seed_90995999,0.053022
bert-base-cased,tweeteval,prep1_aug0,seed_99511865,0.037072
bert-base-uncased,tweeteval,prep1_aug0,seed_14298463,0.027163
bert-base-uncased,tweeteval,prep1_aug0,seed_24677315,0.030483
bert-base-uncased,tweeteval,prep1_aug0,seed_37622020,0.187952
bert-base-uncased,tweeteval,prep1_aug0,seed_43782163,0.070315
bert-base-uncased,tweeteval,prep1_aug0,seed_52680723,0.123673
bert-base-uncased,tweeteval,prep1_aug0,seed_67351593,0.134735
bert-base-uncased,tweeteval,prep1_aug0,seed_70681460,0.035601
bert-base-uncased,tweeteval,prep1_aug0,seed_87212562,0.025257
bert-base-uncased,tweeteval,prep1_aug0,seed_90995999,0.167381
bert-base-uncased,tweeteval,prep1_aug0,seed_99511865,0.206464
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_14298463,0.030263
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_24677315,0.096822
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_37622020,0.027954
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_43782163,0.033362
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_52680723,0.03814
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_67351593,0.032914
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_70681460,0.022322
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_87212562,0.024952
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_90995999,0.022148
chandar-lab/NeoBERT,tweeteval,prep1_aug0,seed_99511865,0.029548
distilbert-base-cased,tweeteval,prep1_aug0,seed_14298463,0.027667
distilbert-base-cased,tweeteval,prep1_aug0,seed_24677315,0.035951
distilbert-base-cased,tweeteval,prep1_aug0,seed_37622020,0.172365
distilbert-base-cased,tweeteval,prep1_aug0,seed_43782163,0.03597
distilbert-base-cased,tweeteval,prep1_aug0,seed_52680723,0.029478
distilbert-base-cased,tweeteval,prep1_aug0,seed_67351593,0.03849
distilbert-base-cased,tweeteval,prep1_aug0,seed_70681460,0.030553
distilbert-base-cased,tweeteval,prep1_aug0,seed_87212562,0.030994
distilbert-base-cased,tweeteval,prep1_aug0,seed_90995999,0.035302
distilbert-base-cased,tweeteval,prep1_aug0,seed_99511865,0.16153
distilbert-base-uncased,tweeteval,prep1_aug0,seed_14298463,0.03858
distilbert-base-uncased,tweeteval,prep1_aug0,seed_24677315,0.122405
distilbert-base-uncased,tweeteval,prep1_aug0,seed_37622020,0.175755
distilbert-base-uncased,tweeteval,prep1_aug0,seed_43782163,0.16666
distilbert-base-uncased,tweeteval,prep1_aug0,seed_52680723,0.032679
distilbert-base-uncased,tweeteval,prep1_aug0,seed_67351593,0.036996
distilbert-base-uncased,tweeteval,prep1_aug0,seed_70681460,0.125618
distilbert-base-uncased,tweeteval,prep1_aug0,seed_87212562,0.074714
distilbert-base-uncased,tweeteval,prep1_aug0,seed_90995999,0.157666
distilbert-base-uncased,tweeteval,prep1_aug0,seed_99511865,0.179399
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_14298463,0.118406
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_24677315,0.113673
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_37622020,0.198827
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_43782163,0.060049
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_52680723,0.101442
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_67351593,0.056652
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_70681460,0.172493
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_87212562,0.095011
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_90995999,0.107404
google/mobilebert-uncased,tweeteval,prep1_aug0,seed_99511865,0.140397
gpt2,tweeteval,prep1_aug0,seed_14298463,0.166695
gpt2,tweeteval,prep1_aug0,seed_24677315,0.156959
gpt2,tweeteval,prep1_aug0,seed_37622020,0.122651
gpt2,tweeteval,prep1_aug0,seed_43782163,0.128875
gpt2,tweeteval,prep1_aug0,seed_52680723,0.073284
gpt2,tweeteval,prep1_aug0,seed_67351593,0.149448
gpt2,tweeteval,prep1_aug0,seed_70681460,0.089928
gpt2,tweeteval,prep1_aug0,seed_87212562,0.153437
gpt2,tweeteval,prep1_aug0,seed_90995999,0.115294
gpt2,tweeteval,prep1_aug0,seed_99511865,0.223169
roberta-base,tweeteval,prep1_aug0,seed_14298463,0.028344
roberta-base,tweeteval,prep1_aug0,seed_24677315,0.04118
roberta-base,tweeteval,prep1_aug0,seed_37622020,0.029369
roberta-base,tweeteval,prep1_aug0,seed_43782163,0.033616
roberta-base,tweeteval,prep1_aug0,seed_52680723,0.091266
roberta-base,tweeteval,prep1_aug0,seed_67351593,0.092833
roberta-base,tweeteval,prep1_aug0,seed_70681460,0.0439
roberta-base,tweeteval,prep1_aug0,seed_87212562,0.123568
roberta-base,tweeteval,prep1_aug0,seed_90995999,0.041718
roberta-base,tweeteval,prep1_aug0,seed_99511865,0.059963
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_14298463,0.034108
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_24677315,0.206967
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_37622020,0.046935
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_43782163,0.04973
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_52680723,0.02864
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_67351593,0.043395
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_70681460,0.03196
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_87212562,0.037177
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_90995999,0.043749
sarkerlab/SocBERT-base,tweeteval,prep1_aug0,seed_99511865,0.061705
vinai/bertweet-base,tweeteval,prep1_aug0,seed_14298463,0.037116
vinai/bertweet-base,tweeteval,prep1_aug0,seed_24677315,0.047246
vinai/bertweet-base,tweeteval,prep1_aug0,seed_37622020,0.14309
vinai/bertweet-base,tweeteval,prep1_aug0,seed_43782163,0.071297
vinai/bertweet-base,tweeteval,prep1_aug0,seed_52680723,0.136405
vinai/bertweet-base,tweeteval,prep1_aug0,seed_67351593,0.118264
vinai/bertweet-base,tweeteval,prep1_aug0,seed_70681460,0.103383
vinai/bertweet-base,tweeteval,prep1_aug0,seed_87212562,0.031574
vinai/bertweet-base,tweeteval,prep1_aug0,seed_90995999,0.043219
vinai/bertweet-base,tweeteval,prep1_aug0,seed_99511865,0.191789
xlnet-base-cased,tweeteval,prep1_aug0,seed_14298463,0.100764
xlnet-base-cased,tweeteval,prep1_aug0,seed_24677315,0.041519
xlnet-base-cased,tweeteval,prep1_aug0,seed_37622020,0.086362
xlnet-base-cased,tweeteval,prep1_aug0,seed_43782163,0.06609
xlnet-base-cased,tweeteval,prep1_aug0,seed_52680723,0.135408
xlnet-base-cased,tweeteval,prep1_aug0,seed_67351593,0.120132
xlnet-base-cased,tweeteval,prep1_aug0,seed_70681460,0.035292
xlnet-base-cased,tweeteval,prep1_aug0,seed_87212562,0.10091
xlnet-base-cased,tweeteval,prep1_aug0,seed_90995999,0.070929
xlnet-base-cased,tweeteval,prep1_aug0,seed_99511865,0.140016
